year,day,time,impact,cur,text,actual,forecast,previous
2022,Jun 7,3:00pm,low,USD,Consumer Credit m/m,38.1B,35.5B,47.3B
2022,Jun 7,7:50pm,low,JPY,Bank Lending y/y,0.7%,0.8%,0.9%
2022,Jun 7,7:50pm,low,JPY,Current Account,0.51T,0.40T,1.56T
2022,Jun 7,7:50pm,low,JPY,Final GDP Price Index y/y,-0.5%,-0.4%,-0.4%
2022,Jun 7,7:50pm,low,JPY,Final GDP q/q,-0.1%,-0.3%,-0.2%
2022,Jun 8,1:00am,low,JPY,Economy Watchers Sentiment,54.0,51.9,50.4
2022,Jun 8,1:45am,low,CHF,Unemployment Rate,2.2%,2.2%,2.2%
2022,Jun 8,2:00am,low,GBP,Halifax HPI m/m,1.0%,0.8%,1.2%
2022,Jun 8,2:02am,low,EUR,German Industrial Production m/m,0.7%,1.3%,-3.7%
2022,Jun 8,2:45am,low,EUR,French Trade Balance,-12.2B,-11.1B,-12.6B
2022,Jun 8,4:00am,low,EUR,Italian Retail Sales m/m,0.0%,0.1%,-0.6%
2022,Jun 8,4:30am,low,GBP,Construction PMI,56.4,56.5,58.2
2022,Jun 8,5:00am,low,EUR,Final Employment Change q/q,0.6%,0.5%,0.5%
2022,Jun 8,5:00am,low,EUR,Revised GDP q/q,0.6%,0.3%,0.3%
2022,Jun 8,5:02am,low,GBP,10-y Bond Auction,2.30|2.8,,1.93|2.6
2022,Jun 8,5:32am,low,EUR,German 10-y Bond Auction,1.33|1.7,,0.96|1.4
2022,Jun 8,10:00am,low,USD,Final Wholesale Inventories m/m,2.2%,2.1%,2.1%
2022,Jun 8,10:30am,low,USD,Crude Oil Inventories,2.0M,-2.6M,-5.1M
2022,Jun 8,1:01pm,low,USD,10-y Bond Auction,3.03|2.4,,2.94|2.5
2022,Jun 8,7:01pm,low,GBP,RICS House Price Balance,73%,76%,80%
2022,Jun 8,7:50pm,low,JPY,M2 Money Stock y/y,3.2%,3.6%,3.4%
2022,Jun 8,11:02pm,low,CNY,Trade Balance,503B,400B,325B
2022,Jun 8,11:03pm,low,CNY,USD-Denominated Trade Balance,78.8B,58.0B,51.1B
2022,Jun 9,1:30am,low,EUR,French Final Private Payrolls q/q,0.3%,0.3%,0.3%
2022,Jun 9,1:58am,low,JPY,Prelim Machine Tool Orders y/y,23.7%,,25.0%
2022,Jun 9,7:45am,high,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2022,Jun 9,7:45am,high,EUR,Monetary Policy Statement,,,
2022,Jun 9,8:30am,high,EUR,ECB Press Conference,,,
2022,Jun 9,8:30am,medium,USD,Unemployment Claims,229K,205K,202K
2022,Jun 9,10:00am,low,CAD,BOC Financial System Review,,,
2022,Jun 9,10:30am,low,USD,Natural Gas Storage,97B,94B,90B
2022,Jun 9,11:00am,high,CAD,BOC Gov Macklem Speaks,,,
2022,Jun 9,1:01pm,low,USD,30-y Bond Auction,3.19|2.4,,3.00|2.4
2022,Jun 9,6:45pm,low,NZD,Manufacturing Sales q/q,1.2%,,11.9%
2022,Jun 9,7:50pm,low,JPY,PPI y/y,9.1%,9.9%,9.8%
2022,Jun 9,9:30pm,low,CNY,CPI y/y,2.1%,2.2%,2.1%
2022,Jun 9,9:30pm,low,CNY,PPI y/y,6.4%,6.5%,8.0%
2022,Jun 10,4:00am,low,EUR,Italian Industrial Production m/m,1.6%,-1.1%,0.2%
2022,Jun 10,4:05am,low,CNY,M2 Money Supply y/y,11.1%,10.3%,10.5%
2022,Jun 10,4:05am,low,CNY,New Loans,1890B,1250B,645B
2022,Jun 10,4:30am,low,GBP,Consumer Inflation Expectations,4.6%,,4.3%
2022,Jun 10,8:30am,high,CAD,Employment Change,39.8K,28.5K,15.3K
2022,Jun 10,8:30am,high,CAD,Unemployment Rate,5.1%,5.2%,5.2%
2022,Jun 10,8:30am,low,CAD,Capacity Utilization Rate,82.0%,83.1%,82.0%
2022,Jun 10,8:30am,high,USD,CPI m/m,1.0%,0.7%,0.3%
2022,Jun 10,8:30am,high,USD,CPI y/y,8.6%,8.3%,8.3%
2022,Jun 10,8:30am,high,USD,Core CPI m/m,0.6%,0.5%,0.6%
2022,Jun 10,9:00am,high,USD,Treasury Currency Report,,,
2022,Jun 10,9:45am,low,EUR,ECB President Lagarde Speaks,,,
2022,Jun 10,10:00am,medium,USD,Prelim UoM Consumer Sentiment,50.2,58.1,58.4
2022,Jun 10,10:00am,low,USD,Prelim UoM Inflation Expectations,5.4%,,5.3%
2022,Jun 10,11:00am,low,EUR,German Buba President Nagel Speaks,,,
2022,Jun 10,1:45pm,low,USD,President Biden Speaks,,,
2022,Jun 10,2:00pm,low,USD,Federal Budget Balance,-66.2B,-150.0B,308.2B
2022,Jun 12,All Day,holiday,AUD,Bank Holiday,,,
2022,Jun 12,6:45pm,low,NZD,Visitor Arrivals m/m,89.7%,,446.8%
2022,Jun 12,7:50pm,low,JPY,BSI Manufacturing Index,-9.9,-4.2,-7.6
2022,Jun 13,2:00am,low,GBP,Construction Output m/m,-0.4%,-0.4%,1.7%
2022,Jun 13,2:00am,low,GBP,GDP m/m,-0.3%,0.2%,-0.1%
2022,Jun 13,2:00am,low,GBP,Goods Trade Balance,-20.9B,-20.3B,-23.9B
2022,Jun 13,2:00am,low,GBP,Index of Services 3m/3m,0.0%,0.1%,0.4%
2022,Jun 13,2:00am,low,GBP,Industrial Production m/m,-0.6%,0.3%,-0.2%
2022,Jun 13,2:00am,low,GBP,Manufacturing Production m/m,-1.0%,0.3%,-0.2%
2022,Jun 13,4:00am,low,EUR,Italian Quarterly Unemployment Rate,8.6%,9.0%,9.0%
2022,Jun 13,7:13am,low,GBP,NIESR GDP Estimate,-0.1%,,0.2%
2022,Jun 13,2:00pm,low,USD,FOMC Member Brainard Speaks,,,
2022,Jun 13,6:45pm,low,NZD,FPI m/m,0.7%,,0.1%
2022,Jun 13,9:30pm,low,AUD,NAB Business Confidence,6,,10
2022,Jun 13,11:11pm,low,CNY,Foreign Direct Investment ytd/y,17.3%,,20.5%
2022,Jun 14,12:30am,low,JPY,Revised Industrial Production m/m,-1.5%,-1.3%,-1.3%
2022,Jun 14,2:00am,low,EUR,German WPI m/m,1.0%,2.2%,2.1%
2022,Jun 14,2:00am,low,GBP,Average Earnings Index 3m/y,6.8%,7.2%,7.0%
2022,Jun 14,2:00am,low,GBP,Claimant Count Change,-19.7K,-40.3K,-65.5K
2022,Jun 14,2:00am,low,GBP,Unemployment Rate,3.8%,3.6%,3.7%
2022,Jun 14,2:02am,low,EUR,German Final CPI m/m,0.9%,0.9%,0.9%
2022,Jun 14,5:00am,low,EUR,ZEW Economic Sentiment,-28.0,-24.5,-29.5
2022,Jun 14,5:00am,low,EUR,German ZEW Economic Sentiment,-28.0,-26.9,-34.3
2022,Jun 14,6:00am,low,USD,NFIB Small Business Index,93.1,93.1,93.2
2022,Jun 14,8:30am,low,CAD,Manufacturing Sales m/m,1.7%,2.1%,3.5%
2022,Jun 14,8:30am,high,USD,PPI m/m,0.8%,0.8%,0.5%
2022,Jun 14,8:30am,medium,USD,Core PPI m/m,0.5%,0.6%,0.4%
2022,Jun 14,9:30am,low,GBP,CB Leading Index m/m,-0.1%,,-0.2%
2022,Jun 14,10:01am,low,USD,IBD/TIPP Economic Optimism,38.1,43.2,41.2
2022,Jun 14,6:45pm,low,NZD,Current Account,-6.14B,-5.96B,-7.34B
2022,Jun 14,7:50pm,low,JPY,Core Machinery Orders m/m,10.8%,-1.2%,7.1%
2022,Jun 14,8:30pm,low,AUD,Westpac Consumer Sentiment,-4.5%,,-5.6%
2022,Jun 14,10:00pm,medium,CNY,Industrial Production y/y,0.7%,-1.0%,-2.9%
2022,Jun 14,10:00pm,medium,CNY,Retail Sales y/y,-6.7%,-7.0%,-11.1%
2022,Jun 14,10:00pm,low,CNY,Fixed Asset Investment ytd/y,6.2%,6.1%,6.8%
2022,Jun 14,10:00pm,low,CNY,NBS Press Conference,,,
2022,Jun 14,10:00pm,low,CNY,Unemployment Rate,5.9%,6.1%,6.1%
2022,Jun 15,12:30am,low,JPY,Tertiary Industry Activity m/m,0.7%,0.8%,1.7%
2022,Jun 15,2:30am,low,CHF,PPI m/m,0.9%,0.5%,1.3%
2022,Jun 15,2:45am,low,EUR,French Final CPI m/m,0.7%,0.6%,0.6%
2022,Jun 15,3:00am,low,CHF,SECO Economic Forecasts,,,
2022,Jun 15,5:00am,low,EUR,Industrial Production m/m,0.4%,0.5%,-1.4%
2022,Jun 15,5:00am,low,EUR,Trade Balance,-31.7B,-14.5B,-17.8B
2022,Jun 15,5:15am,low,EUR,German Buba President Nagel Speaks,,,
2022,Jun 15,8:13am,low,CAD,Housing Starts,287K,254K,266K
2022,Jun 15,8:30am,high,USD,Core Retail Sales m/m,0.5%,0.7%,0.4%
2022,Jun 15,8:30am,high,USD,Retail Sales m/m,-0.3%,0.1%,0.7%
2022,Jun 15,8:30am,medium,USD,Empire State Manufacturing Index,-1.2,2.4,-11.6
2022,Jun 15,8:30am,low,USD,Import Prices m/m,0.6%,1.1%,0.4%
2022,Jun 15,10:00am,low,USD,Business Inventories m/m,1.2%,1.2%,2.4%
2022,Jun 15,10:00am,low,USD,NAHB Housing Market Index,67,67,69
2022,Jun 15,10:30am,low,USD,Crude Oil Inventories,2.0M,-2.3M,2.0M
2022,Jun 15,12:20pm,medium,EUR,ECB President Lagarde Speaks,,,
2022,Jun 15,2:00pm,high,USD,FOMC Economic Projections,,,
2022,Jun 15,2:00pm,high,USD,FOMC Statement,,,
2022,Jun 15,2:00pm,high,USD,Federal Funds Rate,1.75%,1.50%,1.00%
2022,Jun 15,2:30pm,high,USD,FOMC Press Conference,,,
2022,Jun 15,4:00pm,low,USD,TIC Long-Term Purchases,87.7B,74.5B,23.1B
2022,Jun 15,6:45pm,medium,NZD,GDP q/q,-0.2%,0.6%,3.0%
2022,Jun 15,7:50pm,low,JPY,Trade Balance,-1.93T,-1.72T,-1.58T
2022,Jun 15,9:03pm,low,AUD,MI Inflation Expectations,6.7%,,5.0%
2022,Jun 15,9:30pm,high,AUD,Employment Change,60.6K,25.0K,4.4K
2022,Jun 15,9:30pm,high,AUD,Unemployment Rate,3.9%,3.8%,3.9%
2022,Jun 15,9:30pm,low,AUD,RBA Bulletin,,,
2022,Jun 16,12:30am,low,CHF,SNB Financial Stability Report,,,
2022,Jun 16,3:30am,high,CHF,SNB Monetary Policy Assessment,,,
2022,Jun 16,3:30am,high,CHF,SNB Policy Rate,-0.25%,-0.75%,-0.75%
2022,Jun 16,4:00am,high,CHF,SNB Press Conference,,,
2022,Jun 16,All Day,low,EUR,Eurogroup Meetings,,,
2022,Jun 16,7:00am,high,GBP,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0
2022,Jun 16,7:00am,high,GBP,Monetary Policy Summary,,,
2022,Jun 16,7:00am,high,GBP,Official Bank Rate,1.25%,1.25%,1.00%
2022,Jun 16,8:30am,low,CAD,Wholesale Sales m/m,-0.5%,0.1%,0.6%
2022,Jun 16,8:30am,medium,USD,Philly Fed Manufacturing Index,-3.3,5.1,2.6
2022,Jun 16,8:30am,medium,USD,Unemployment Claims,229K,215K,232K
2022,Jun 16,8:30am,low,USD,Building Permits,1.70M,1.78M,1.82M
2022,Jun 16,8:30am,low,USD,Housing Starts,1.55M,1.70M,1.81M
2022,Jun 16,10:30am,low,USD,Natural Gas Storage,92B,92B,97B
2022,Jun 16,6:30pm,low,NZD,BusinessNZ Manufacturing Index,52.9,,51.2
2022,Jun 16,10:43pm,high,JPY,Monetary Policy Statement,,,
2022,Jun 16,10:43pm,low,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2022,Jun 17,2:30am,high,JPY,BOJ Press Conference,,,
2022,Jun 17,4:30am,low,GBP,MPC Member Tenreyro Speaks,,,
2022,Jun 17,5:00am,low,EUR,Final CPI y/y,8.1%,8.1%,8.1%
2022,Jun 17,5:00am,low,EUR,Final Core CPI y/y,3.8%,3.8%,3.8%
2022,Jun 17,5:00am,low,EUR,Italian Trade Balance,-3.67B,-2.26B,-0.23B
2022,Jun 17,All Day,low,EUR,ECOFIN Meetings,,,
2022,Jun 17,8:30am,low,CAD,Foreign Securities Purchases,22.23B,42.03B,46.47B
2022,Jun 17,8:30am,low,CAD,IPPI m/m,1.7%,0.1%,0.8%
2022,Jun 17,8:30am,low,CAD,RMPI m/m,2.5%,1.7%,-2.1%
2022,Jun 17,8:45am,high,USD,Fed Chair Powell Speaks,,,
2022,Jun 17,9:15am,low,USD,Capacity Utilization Rate,79.0%,79.2%,78.9%
2022,Jun 17,9:15am,low,USD,Industrial Production m/m,0.2%,0.4%,1.4%
2022,Jun 17,10:00am,low,USD,CB Leading Index m/m,-0.4%,-0.4%,-0.4%
2022,Jun 17,10:30am,low,GBP,MPC Member Pill Speaks,,,
2022,Jun 17,11:00am,low,USD,Fed Monetary Policy Report,,,
2022,Jun 18,7:00am,low,GBP,BOE Quarterly Bulletin,,,
2022,Jun 18,4:40pm,low,USD,FOMC Member Waller Speaks,,,
2022,Jun 19,6:30pm,low,NZD,BusinessNZ Services Index,55.2,,52.2
2022,Jun 19,7:01pm,low,GBP,Rightmove HPI m/m,0.3%,,2.1%
2022,Jun 20,2:00am,low,EUR,German PPI m/m,1.6%,1.5%,2.8%
2022,Jun 20,4:00am,low,GBP,MPC Member Haskel Speaks,,,
2022,Jun 20,6:03am,low,EUR,German Buba Monthly Report,,,
2022,Jun 20,9:00am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Jun 20,9:00am,low,GBP,MPC Member Mann Speaks,,,
2022,Jun 20,All Day,holiday,USD,Bank Holiday,,,
2022,Jun 20,11:00am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Jun 20,12:45pm,medium,USD,FOMC Member Bullard Speaks,,,
2022,Jun 20,1:00pm,low,EUR,German Buba President Nagel Speaks,,,
2022,Jun 20,4:50pm,low,NZD,Westpac Consumer Sentiment,78.7,,92.1
2022,Jun 20,8:00pm,high,AUD,RBA Gov Lowe Speaks,,,
2022,Jun 20,9:30pm,high,AUD,Monetary Policy Meeting Minutes,,,
2022,Jun 21,2:00am,low,CHF,Trade Balance,3.12B,3.78B,4.03B
2022,Jun 21,3:30am,low,GBP,MPC Member Pill Speaks,,,
2022,Jun 21,4:00am,low,EUR,Current Account,-5.8B,-3.2B,-1.6B
2022,Jun 21,6:00am,low,GBP,CBI Industrial Order Expectations,18,22,26
2022,Jun 21,8:15am,low,GBP,MPC Member Tenreyro Speaks,,,
2022,Jun 21,8:30am,high,CAD,Core Retail Sales m/m,1.3%,0.5%,2.6%
2022,Jun 21,8:30am,medium,CAD,Retail Sales m/m,0.9%,0.8%,0.2%
2022,Jun 21,8:30am,low,CAD,NHPI m/m,0.5%,0.4%,0.3%
2022,Jun 21,10:00am,medium,USD,Existing Home Sales,5.41M,5.40M,5.60M
2022,Jun 21,10:11am,low,NZD,GDT Price Index,-1.3%,,1.5%
2022,Jun 21,12:00pm,low,USD,FOMC Member Mester Speaks,,,
2022,Jun 21,6:45pm,low,NZD,Trade Balance,263M,580M,440M
2022,Jun 21,7:50pm,low,JPY,Monetary Policy Meeting Minutes,,,
2022,Jun 21,8:30pm,low,AUD,MI Leading Index m/m,-0.1%,,-0.1%
2022,Jun 21,11:00pm,low,NZD,Credit Card Spending y/y,2.2%,,1.3%
2022,Jun 22,2:00am,high,GBP,CPI y/y,9.1%,9.1%,9.0%
2022,Jun 22,2:00am,low,GBP,Core CPI y/y,5.9%,6.0%,6.2%
2022,Jun 22,2:02am,low,GBP,PPI Input m/m,2.1%,1.8%,2.7%
2022,Jun 22,2:02am,low,GBP,PPI Output m/m,1.6%,1.6%,2.8%
2022,Jun 22,2:02am,low,GBP,RPI y/y,11.7%,11.4%,11.1%
2022,Jun 22,4:30am,low,GBP,HPI y/y,12.4%,10.0%,9.7%
2022,Jun 22,4:40am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Jun 22,8:30am,high,CAD,CPI m/m,1.4%,1.0%,0.6%
2022,Jun 22,8:30am,medium,CAD,Common CPI y/y,3.9%,3.4%,3.5%
2022,Jun 22,8:30am,medium,CAD,Median CPI y/y,4.9%,4.7%,4.6%
2022,Jun 22,8:30am,medium,CAD,Trimmed CPI y/y,5.4%,5.4%,5.2%
2022,Jun 22,8:32am,low,CAD,Core CPI m/m,0.8%,,0.7%
2022,Jun 22,9:00am,medium,CHF,SNB Chairman Jordan Speaks,,,
2022,Jun 22,9:00am,low,CHF,SNB Quarterly Bulletin,,,
2022,Jun 22,9:30am,high,USD,Fed Chair Powell Testifies,,,
2022,Jun 22,10:00am,low,EUR,Consumer Confidence,-24,-20,-21
2022,Jun 22,10:30am,low,AUD,CB Leading Index m/m,0.4%,,0.3%
2022,Jun 22,10:40am,low,CAD,Gov Council Member Rogers Speaks,,,
2022,Jun 22,2:00pm,low,USD,President Biden Speaks,,,
2022,Jun 22,7:00pm,low,AUD,Flash Manufacturing PMI,55.8,,55.7
2022,Jun 22,7:00pm,low,AUD,Flash Services PMI,52.6,,53.2
2022,Jun 22,8:30pm,low,JPY,Flash Manufacturing PMI,52.7,53.5,53.3
2022,Jun 23,2:00am,low,GBP,Public Sector Net Borrowing,13.2B,11.6B,21.1B
2022,Jun 23,3:15am,medium,EUR,French Flash Services PMI,54.4,57.6,58.3
2022,Jun 23,3:15am,low,EUR,French Flash Manufacturing PMI,51.0,53.9,54.6
2022,Jun 23,3:30am,high,EUR,German Flash Manufacturing PMI,52.0,54.0,54.8
2022,Jun 23,3:30am,high,EUR,German Flash Services PMI,52.4,54.6,55.0
2022,Jun 23,4:00am,low,EUR,ECB Economic Bulletin,,,
2022,Jun 23,4:00am,low,EUR,Flash Manufacturing PMI,52.0,53.9,54.6
2022,Jun 23,4:00am,low,EUR,Flash Services PMI,52.8,55.6,56.1
2022,Jun 23,4:30am,medium,GBP,Flash Manufacturing PMI,53.4,53.5,54.6
2022,Jun 23,4:30am,medium,GBP,Flash Services PMI,53.4,53.0,53.4
2022,Jun 23,6:00am,low,GBP,CBI Realized Sales,-5,-2,-1
2022,Jun 23,8:30am,medium,USD,Unemployment Claims,229K,227K,231K
2022,Jun 23,8:30am,low,USD,Current Account,-291B,-275B,-225B
2022,Jun 23,9:45am,medium,USD,Flash Manufacturing PMI,52.4,56.0,57.0
2022,Jun 23,9:45am,medium,USD,Flash Services PMI,51.6,53.9,53.4
2022,Jun 23,10:00am,high,USD,Fed Chair Powell Testifies,,,
2022,Jun 23,10:30am,low,EUR,German Buba President Nagel Speaks,,,
2022,Jun 23,10:30am,low,USD,Natural Gas Storage,74B,63B,92B
2022,Jun 23,4:30pm,low,USD,Bank Stress Test Results,,,
2022,Jun 23,All Day,holiday,NZD,Bank Holiday,,,
2022,Jun 23,6:55pm,low,GBP,GfK Consumer Confidence,-41,-40,-40
2022,Jun 23,7:30pm,low,JPY,National Core CPI y/y,2.1%,2.1%,2.1%
2022,Jun 23,7:50pm,low,JPY,SPPI y/y,1.8%,1.7%,1.7%
2022,Jun 24,2:00am,medium,GBP,Retail Sales m/m,-0.5%,-0.6%,0.4%
2022,Jun 24,4:00am,medium,EUR,German ifo Business Climate,92.3,92.8,93.0
2022,Jun 24,7:30am,high,AUD,RBA Gov Lowe Speaks,,,
2022,Jun 24,7:30am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Jun 24,9:15am,low,EUR,Belgian NBB Business Climate,-1.8,2.0,1.8
2022,Jun 24,9:30am,low,GBP,MPC Member Pill Speaks,,,
2022,Jun 24,9:45am,low,GBP,MPC Member Haskel Speaks,,,
2022,Jun 24,10:00am,medium,USD,Revised UoM Consumer Sentiment,50.0,50.2,50.2
2022,Jun 24,10:00am,low,USD,New Home Sales,696K,590K,629K
2022,Jun 24,10:00am,low,USD,Revised UoM Inflation Expectations,5.3%,,5.4%
2022,Jun 26,Day 1,low,All,G7 Meetings,,,
2022,Jun 26,7:50pm,low,JPY,BOJ Summary of Opinions,,,
2022,Jun 27,Day 2,medium,All,G7 Meetings,,,
2022,Jun 27,8:30am,medium,USD,Core Durable Goods Orders m/m,0.7%,0.4%,0.4%
2022,Jun 27,8:30am,medium,USD,Durable Goods Orders m/m,0.7%,0.1%,0.5%
2022,Jun 27,10:00am,medium,USD,Pending Home Sales m/m,0.7%,-3.5%,-4.0%
2022,Jun 27,1:30pm,low,EUR,ECB President Lagarde Speaks,,,
2022,Jun 28,12:59am,low,JPY,BOJ Core CPI y/y,1.5%,1.5%,1.4%
2022,Jun 28,2:00am,low,EUR,German GfK Consumer Climate,-27.4,-27.5,-26.2
2022,Jun 28,4:00am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Jun 28,Day 3,medium,All,G7 Meetings,,,
2022,Jun 28,7:00am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Jun 28,8:30am,low,USD,Goods Trade Balance,-104.3B,-106.0B,-106.7B
2022,Jun 28,8:30am,low,USD,Prelim Wholesale Inventories m/m,2.0%,2.1%,2.2%
2022,Jun 28,9:00am,low,USD,HPI m/m,1.6%,1.5%,1.6%
2022,Jun 28,9:00am,low,USD,S&P/CS Composite-20 HPI y/y,21.2%,21.2%,21.1%
2022,Jun 28,9:59am,medium,USD,Richmond Manufacturing Index,-11,-4,-9
2022,Jun 28,10:00am,high,USD,CB Consumer Confidence,98.7,100.0,103.2
2022,Jun 28,7:01pm,low,GBP,BRC Shop Price Index y/y,3.1%,,2.8%
2022,Jun 28,7:50pm,low,JPY,Retail Sales y/y,3.6%,4.0%,3.1%
2022,Jun 28,9:30pm,low,AUD,Retail Sales m/m,0.9%,0.3%,0.9%
2022,Jun 29,1:00am,low,JPY,Consumer Confidence,32.1,34.6,34.1
2022,Jun 29,All Day,medium,EUR,German Prelim CPI m/m,0.1%,0.4%,0.9%
2022,Jun 29,3:00am,low,EUR,Spanish Flash CPI y/y,10.2%,8.8%,8.7%
2022,Jun 29,All Day,holiday,EUR,Italian Bank Holiday,,,
2022,Jun 29,4:00am,low,CHF,Credit Suisse Economic Expectations,-72.7,,-52.6
2022,Jun 29,4:00am,low,EUR,M3 Money Supply y/y,5.6%,5.8%,6.1%
2022,Jun 29,4:00am,low,EUR,Private Loans y/y,4.6%,4.5%,4.6%
2022,Jun 29,All Day,high,All,OPEC Meetings,,,
2022,Jun 29,6:15am,medium,USD,FOMC Member Mester Speaks,,,
2022,Jun 29,8:30am,medium,USD,Final GDP q/q,-1.6%,-1.5%,-1.5%
2022,Jun 29,8:30am,low,USD,Final GDP Price Index q/q,8.2%,8.1%,8.1%
2022,Jun 29,9:00am,high,EUR,ECB President Lagarde Speaks,,,
2022,Jun 29,9:00am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Jun 29,9:00am,high,USD,Fed Chair Powell Speaks,,,
2022,Jun 29,17th June,low,USD,Crude Oil Inventories,-0.4M,-1.6M,2.0M
2022,Jun 29,24th June,low,USD,Crude Oil Inventories,-2.8M,-0.9M,-0.4M
2022,Jun 29,11:00am,low,EUR,ECB President Lagarde Speaks,,,
2022,Jun 29,1:05pm,low,USD,FOMC Member Bullard Speaks,,,
2022,Jun 29,7:50pm,low,JPY,Prelim Industrial Production m/m,-7.2%,-0.2%,-1.5%
2022,Jun 29,9:00pm,low,NZD,ANZ Business Confidence,-62.6,,-55.6
2022,Jun 29,9:30pm,low,AUD,Private Sector Credit m/m,0.8%,0.6%,0.9%
2022,Jun 29,9:30pm,medium,CNY,Manufacturing PMI,50.2,50.6,49.6
2022,Jun 29,9:32pm,low,CNY,Non-Manufacturing PMI,54.7,50.4,47.8
2022,Jun 30,12:59am,low,JPY,Housing Starts y/y,-4.3%,1.7%,2.2%
2022,Jun 30,2:00am,low,EUR,German Import Prices m/m,0.9%,1.6%,1.8%
2022,Jun 30,2:00am,low,EUR,German Retail Sales m/m,0.6%,1.1%,-5.4%
2022,Jun 30,2:00am,low,GBP,Current Account,-51.7B,-39.7B,-7.3B
2022,Jun 30,2:00am,low,GBP,Final GDP q/q,0.8%,0.8%,0.8%
2022,Jun 30,2:00am,low,GBP,Nationwide HPI m/m,0.3%,0.5%,0.9%
2022,Jun 30,2:00am,low,GBP,Revised Business Investment q/q,-0.6%,-0.5%,-0.5%
2022,Jun 30,2:30am,low,CHF,Retail Sales y/y,-1.6%,-5.0%,-5.5%
2022,Jun 30,2:45am,low,EUR,French Consumer Spending m/m,0.7%,0.2%,-0.7%
2022,Jun 30,2:45am,low,EUR,French Prelim CPI m/m,0.7%,0.7%,0.7%
2022,Jun 30,3:00am,low,CHF,KOF Economic Barometer,96.9,96.2,97.7
2022,Jun 30,3:55am,low,EUR,German Unemployment Change,133K,-5K,-5K
2022,Jun 30,4:00am,low,EUR,Italian Monthly Unemployment Rate,8.1%,8.4%,8.3%
2022,Jun 30,5:00am,low,EUR,Unemployment Rate,6.6%,6.8%,6.7%
2022,Jun 30,5:16am,low,EUR,Italian 10-y Bond Auction,3.47|1.6,,3.10|1.6
2022,Jun 30,All Day,high,All,OPEC-JMMC Meetings,,,
2022,Jun 30,8:30am,medium,CAD,GDP m/m,0.3%,0.3%,0.7%
2022,Jun 30,8:30am,high,USD,Core PCE Price Index m/m,0.3%,0.4%,0.3%
2022,Jun 30,8:30am,medium,USD,Unemployment Claims,231K,228K,233K
2022,Jun 30,8:30am,low,USD,Personal Income m/m,0.5%,0.5%,0.5%
2022,Jun 30,8:30am,low,USD,Personal Spending m/m,0.2%,0.4%,0.6%
2022,Jun 30,9:45am,low,USD,Chicago PMI,56.0,58.1,60.3
2022,Jun 30,10:30am,low,USD,Natural Gas Storage,82B,70B,74B
2022,Jun 30,6:30pm,low,AUD,AIG Manufacturing Index,54.0,,52.4
2022,Jun 30,6:45pm,low,NZD,Building Consents m/m,-0.5%,,-8.6%
2022,Jun 30,7:30pm,low,JPY,Tokyo Core CPI y/y,2.1%,2.1%,1.9%
2022,Jun 30,7:30pm,low,JPY,Unemployment Rate,2.6%,2.5%,2.5%
2022,Jun 30,7:50pm,low,JPY,Tankan Manufacturing Index,9,13,14
2022,Jun 30,7:50pm,low,JPY,Tankan Non-Manufacturing Index,13,13,9
2022,Jun 30,8:30pm,low,JPY,Final Manufacturing PMI,52.7,52.7,52.7
2022,Jun 30,9:45pm,low,CNY,Caixin Manufacturing PMI,51.7,50.2,48.1
2022,Jul 1,2:30am,low,AUD,Commodity Prices y/y,24.3%,,34.7%
2022,Jul 1,3:15am,low,EUR,Spanish Manufacturing PMI,52.6,52.3,53.8
2022,Jul 1,3:30am,low,CHF,Manufacturing PMI,59.1,57.9,60.0
2022,Jul 1,3:45am,low,EUR,Italian Manufacturing PMI,50.9,50.6,51.9
2022,Jul 1,3:50am,low,EUR,French Final Manufacturing PMI,51.4,51.0,51.0
2022,Jul 1,3:55am,low,EUR,German Final Manufacturing PMI,52.0,52.0,52.0
2022,Jul 1,4:00am,low,EUR,Final Manufacturing PMI,52.1,52.0,52.0
2022,Jul 1,4:30am,low,GBP,Final Manufacturing PMI,52.8,53.4,53.4
2022,Jul 1,4:30am,low,GBP,M4 Money Supply m/m,0.5%,0.4%,0.0%
2022,Jul 1,4:30am,low,GBP,Mortgage Approvals,66K,64K,66K
2022,Jul 1,4:30am,low,GBP,Net Lending to Individuals m/m,8.3B,5.6B,5.5B
2022,Jul 1,5:00am,high,EUR,CPI Flash Estimate y/y,8.6%,8.5%,8.1%
2022,Jul 1,5:00am,medium,EUR,Core CPI Flash Estimate y/y,3.7%,3.9%,3.8%
2022,Jul 1,5:00am,low,EUR,Italian Prelim CPI m/m,1.2%,0.6%,0.8%
2022,Jul 1,5:45am,low,EUR,French Gov Budget Balance,-82.3B,,-67.3B
2022,Jul 1,All Day,holiday,CAD,Bank Holiday,,,
